bisi	15
nod	15
d'iplɨw	15
ewɨski	15
d'apkɨwan	15
d'urbɨ	15
8	15
p'etrowič	15
bɨil	15
adunda	15
od'ida	15
tikɨsi	15
bowettɨ	15
r	15
eter	15
ɨrɨgɨr	15
ollɨ	15
iwan	15
anŋanila	15
ile	15
anŋɨnɨn	15
nimkam	15
kirill	15
ewri	15
meni	14
orɨtti	14
orɨttiw	14
n'učid'ič	14
čelend'ed'ur	14
kojetmi	14
l	14
alхalalalaj	14
ni	14
gurgewčidewɨr	14
15	14
ulilin	14
čelad'ur	14
5	14
torerin	14
anŋɨn	14
o	14
kuŋa	14
urken	14
s'ew'erli	14
isu	14
ajda	14
okatla	14
torle	14
bujla	14
čajčibal	14
kučuker	14
kan'jata	14
―	14
adukanowa	14
orin	14
associacija	13
ibd'irildu	13
odɨ	13
nosegčer	13
gurgewčin	13
on'attɨn	13
20	13
orjakan	13
ičun	13
ajič	13
umɨm	13
aiče	13
nodu	13
kirjak	13
doliwɨr	13
foto	13
asatkar	13
ad'irada	13
nimkan	13
noŋɨrdutɨn	13
ol'en'ewod	13
n'učil	13
kučuken	13
otɨrɨm	13
artistɨl	13
nikolaj	13
tabač	13
oritɨn	13
grigor'jewa	13
irɨptu	13
g'e	13
s'ew'erla	13
škola	13
inɨn	13
an	12
associacii	12
dabdukanin	12
km	12
mand'atow	12
turle	12
untɨl	12
kor'ennɨх	12
orɨnɨl	12
w'ertol'etɨč	12
tačintɨ	12
nam	12
eliwen	12
bisiwun	12
isečin	12
7	12
kor'ennoil	12
ičukeček	12
upkuttetɨn	12
imɨnnɨ	12
tegele	12
programmaw	12
rossijala	12
banakanowa	12
d'ulepki	12
ajawrin	12
emi	12
wiktor	12
oram	12
amnɨkɨt	12
oratu	12
untɨw	12
od'iten	12
d'albu	12
ančindun	12
fond	12
mindu	12
2004	11
ibd'iridu	11
ičukenin	11
anatolij	11
anŋɨnna	11
abɨlkaja	11
bidmi	11
urečil	11
essola	11
ok	11
ukipa	11
iken	11
gerben	11
ičukeniten	11
ajju	11
sjezd	11
9	11
čeledun	11
orɨlbur	11
urečiltɨ	11
tugɨnidu	11
owattɨn	11
w'ertol'et	11
mu	11
pastuхɨl	11
ereli	11
erinni	11
biddɨ	11
too	11
amɨŋa	11
jakow	11
jaša	11
mow	11
omneken	11
kusindule	11
iwanowič	11
abal	11
oča	11
d'ilgɨnkɨw	11
jawkɨ	11
nikolajewna	11
mand'atowa	11
kawaw	11
ewid'aku	11
owkandawɨr	11
otɨrɨn	11
w'era	11
korr	11
čaiw	11
da	11
17	10
owkaniten	10
rajonduk	10
eŋil	10
m'estaw	10
tɨs'ača	10
mendečič	10
orɨč	10
eli	10
prazdniku	10
it'el'm'enɨl	10
b	10
d'en'gač	10
tɨk	10
oblastila	10
tɨs	10
ajdu	10
e	10
s'ew'er	10
12	10
ebd'ellitɨn	10
rukowod'it'el'	10
murɨn	10
tur	10
ŋeluki	10
gurgewčiril	10
noŋɨrbutɨn	10
anŋɨmtɨ	10
oblastnaja	10
gurgewčirin	10
ad'ida	10
bid'ir	10
umɨkič	10
rubl'ej	10
čerkanow	10
nikolajewič	10
ičukendewɨr	10
bidei	10
osemi	10
od'i	10
ŋikke	10
gurgewčiritɨn	10
školaw	10
školala	10
anŋani	10
nulgur	10
bellin	10
nelke	10
s'ent'abɨr'la	10
moduk	10
maranga	10
lomowc'ewa	10
kommo	10
bejel	10
projektɨw	9
dmitrij	9
bolganarin	9
emniten	9
jewg'enij	9
2000	9
gumi	9
iniwen	9
ičukenitɨn	9
ol'eg	9
ičukettitɨn	9
zam	9
eduk	9
anŋɨmtɨw	9
essotki	9
larisa	9
anawgajduk	9
ewid'ak	9
18	9
30	9
irina	9
aji	9
lilija	9
ɨč	9
bisiwen	9
aičta	9
2002	9
ičukettiwun	9
sp'ecialist	9
ečiwun	9
28	9
mannuttɨn	9
ajawrɨn	9
gurgewčidetɨn	9
bodewɨr	9
beldetɨn	9
orbɨ	9
untɨ	9
gow'ejnɨj	9
prawit'el'stwo	9
ulidun	9
emnitɨn	9
asi	9
mutu	9
jač	9
tamna	9
g'akiw	9
al'eks'ejewič	9
d'ule	9
asukuč	9
orar	9
odnɨ	9
olned'il	9
sow'et	9
slugin	9
bisɨ	9
kojer	9
ŋald'ur	9
atikan	9
wal'entina	9
ilan	9
egd'er	9
d'ima	9
od'ir	9
natal'ja	9
wɨstawka	9
erročim	9
tar	9
urečilte	9
dallɨw	9
okt'abrina	9
apis	9
epkud'aku	9
wwf	9
2005	8
andr'ej	8
miхail	8
ulus	8
anŋɨndula	8
mergettɨ	8
omŋɨr	8
rajona	8
rajonnɨj	8
tinɨpanŋɨnu	8
tartɨki	8
d'utkiwɨr	8
obš'jestw'ennɨil	8
gub'ernator	8
administracijala	8
programmali	8
kamčatskaja	8
eliwɨn	8
umɨtu	8
ollottitɨn	8
bɨstrinskogo	8
muw	8
zw'enola	8
mannutmi	8
dolbɨ	8
esu	8
ullɨw	8
mo	8
gurgewɨtɨn	8
ittid'i	8
ibd'irilŋi	8
zakon	8
komit'et	8
projekt	8
d'utkii	8
jurtaw	8
sojuza	8
klubla	8
čerkanowa	8
rajonnaja	8
otɨrɨnduli	8
tarma	8
tarakɨm	8
ajawri	8
muttule	8
ittitɨn	8
d	8
abɨlu	8
titelɨrɨpči	8
arɨn	8
iniwɨtɨn	8
kojettɨ	8
ajawril	8
inmač	8
nasilu	8
faktorija	8
jegorowič	8
kučer'enko	8
rossii	8
arɨm	8
orɨltɨn	8
gawattɨ	8
bisiwu	8
ollɨl	8
kuikn'eku	8
unu	8
emurin	8
okɨn	8
galina	8
noŋɨrbuten	8
školele	8
fjedotowa	8
orɨmŋɨ	8
škol'nikel	8
sm	8
is	8
tuurle	8
tuur	8
u	8
emmottɨ	8
bad'ič	8
p'erхun	8
gerbewen	8
oriten	8
čiw'erɨmŋɨl	7
dw	7
čelawan	7
ŋennin	7
isčimečekle	7
turɨn	7
bisilnun	7
bisikɨn	7
torer	7
upkuttewɨr	7
čukačan	7
oddɨkɨn	7
mundule	7
sow'eta	7
g'ekil	7
eŋejel	7
odɨda	7
nida	7
nɨkrɨ	7
s.anawgaj	7
ždanowa	7
23	7
emuriten	7
upkučimŋɨ	7
ibd'irilduk	7
ɨstɨn	7
organizacija	7
fjestiwal'	7
timina	7
gad'itɨn	7
kamčatkaduk	7
bɨllɨn	7
ŋelukiw	7
edlen	7
unur	7
orduli	7
sp'ecialistɨl	7
s'elola	7
od'illɨkɨn	7
erič	7
untɨč	7
administracii	7
čl'en	7
čakɨbučaktu	7
gurgei	7
mungɨli	7
d'ugɨnidu	7
esso	7
kul'tura	7
etenni	7
telɨŋu	7
eldur	7
komand'ir	7
merkerde	7
emnɨn	7
mart	7
tamɨm	7
2001	7
ad'iw	7
ajawwottɨ	7
bisɨm	7
park	7
isuriw	7
tɨwtɨw	7
itun	7
biče	7
tuldewɨr	7
bisɨkɨtɨn	7
tačintɨtta	7
19	7
amnak	7
ewki	7
kuŋakar	7
gurgetɨn	7
ikutič	7
gurgele	7
d'un	7
essɨki	7
okatu	7
za	7
al'eksandrowič	7
miša	7
ilɨm	7
ansambl'la	7
narodnɨj	7
wal'erija	7
rossijskoj	7
fjed'eracii	7
d'iplɨ	7
owattɨ	7
d'apkɨd'in	7
n'ulten	7
mar	7
buriwun	7
iltɨnɨkɨn	7
l'ewkowskij	7
murɨlbɨ	7
toх	7
kowran	7
ŋindad'ak	7
ŋinɨl	7
kluble	7
klub	7
ulilen	7
unde	7
brigad'ir	7
oramŋel	7
zw'en'jewoj	7
sodruž'estwo	7
majlan	7
ibd'irilnun	6
ajč	6
mergečič	6
owmi	6
initen	6
martɨla	6
g'ennad'ij	6
nacional'nɨj	6
apr'el'la	6
upkuttitɨn	6
bidd'ettɨ	6
jamiwut	6
inid'ur	6
jawtɨkan	6
muz'ej	6
ili	6
konkurs	6
dallɨč	6
glawa	6
orbur	6
tunŋɨn	6
moskwa	6
elɨkɨš	6
atkikan	6
man	6
nelkeni	6
s'ent'abr'la	6
anŋanilan	6
16	6
eŋi	6
nurgenekle	6
nad'ežda	6
jurij	6
d'utki	6
rukowod'it'elil	6
akmns	6
čakɨbučak	6
sow'etla	6
bɨju	6
čakɨbtitɨn	6
ž'uri	6
anɨsi	6
dom	6
27	6
ičukettin	6
gunu	6
uprawl'enija	6
dolin	6
gurgelii	6
unurin	6
erɨgle	6
erročinni	6
ail	6
aru	6
w'ezd'eхod	6
moskwala	6
dumɨ	6
75	6
emdetɨn	6
žurnalistow	6
on'awattɨ	6
untel	6
ws'emirnogo	6
ešten	6
gun	6
bidni	6
dallɨ	6
entukun	6
noŋmann	6
murɨnɨč	6
beju	6
ion	6
kusin	6
armijala	6
arɨ	6
esɨkɨtɨn	6
1944	6
bɨld'in	6
sowхozla	6
jakowl'ewič	6
tɨtel	6
ɨwid'ek	6
ŋikkɨ	6
bellottɨn	6
zakonu	6
ittid'ur	6
bude	6
nuktaw	6
11	6
eŋeje	6
ikutɨč	6
s'ew'ernɨje	6
prostorɨ	6
čelad'i	6
sdk	6
ikem	6
gosudarstwo	6
ɨsni	6
kojettewɨr	6
gunn	6
bičel	6
marta	6
učit'el'al	6
agd'ilbɨ	6
manurin	6
turaki	6
čimɨkčajakan	6
tiitel	6
ulaptin	6
kusindula	6
anawgajtɨki	6
ereger	6
aŋnɨ	6
umɨkken	6
majla	6
urker	6
jewg'enija	6
s.w	6
gil'	6
spasibo	6
s'ek	6
ewiriten	6
banakanow	6
nad'a	6
upkučimŋɨl	6
isuwettɨn	6
ilede	6
kuŋalda	6
čelew	6
towariš'jestwo	6
50	6
g'aki	6
aran	6
s'elo	6
ž'en'a	6
s'eloduk	6
nurgenektu	6
gerbɨn	6
umɨndu	6
mole	6
tog	6
owkan	6
koral'	6
nimɨtu	6
“ol'en'ewod”	6
gorla	6
kutkin'aku	6
odatɨn	6
l'eginow	6
awz'elkut	6
k'eša	6
ittɨ	6
konc'ertaw	6
artistal	6
araw	6
isačin	6
gorodla	6
ijun'dula	6
n'ekije	6
de	6
t'ek	6
n'ulina	6
n'ulino	6
zakondula	5
owkand'ir	5
ŋindaril	5
isčimečeku	5
palana	5
roman	5
ew'eno	5
isuwkettɨ	5
orɨnɨč	5
bakritɨn	5
untɨlnun	5
w'ek	5
jukagirɨl	5
ken'eliw	5
oriwun	5
školaldula	5
21	5
bɨllitɨn	5
aborig'en	5
orɨmŋɨldu	5
bakrɨ	5
ilekkɨ	5
aniritɨn	5
ila	5
ibd'iritki	5
d'en'ga	5
orɨmŋɨltɨki	5
untɨtki	5
ulekič	5
el'w'el'	5
erɨlbɨ	5
munduk	5
m'an	5
13	5
tonne	5
tɨlkanow	5
belliten	5
sjezdɨtki	5
organizacijal	5
san'kowič	5
čelelen	5
ipe	5
toreriten	5
woprosu	5
miхajlow	5
od	5
tullitɨn	5
oblast'	5
№	5
anna	5
kul'turala	5
upkuttin	5
minutu	5
newettɨ	5
wɨstawkaw	5
očawɨtɨn	5
tored'ek	5
n'ed'el'a	5
okɨŋčiru	5
amɨrdalin	5
mannuttatɨn	5
хud	5
unŋe	5
zw'eno	5
gowettɨn	5
dalila	5
anŋɨntan	5
ol'en'ewodstwo	5
upkučidd'ettɨ	5
muttu	5
gurgewčirildu	5
rossija	5
хoz'ajstwa	5
owkanča	5
gosudarstw'ennoj	5
etud'ak	5
ollaw	5
m'eždunarodnɨj	5
obš'inal	5
iwid'ek	5
rabotnikɨl	5
ičur	5
od'iwan	5
gunɨkɨtɨn	5
d'alni	5
ugɨski	5
ajawritɨn	5
300	5
d'ula	5
init	5
titelɨrɨpgɨčin	5
bellottɨ	5
awtora	5
boons	5
komarowa	5
ollotmi	5
bowettɨn	5
ajdawɨr	5
t'eatr	5
“nulgur”	5
tiknen	5
d'ulawɨr	5
mutŋil	5
ans	5
t	5
d'ulapki	5
iz	5
d'elu	5
oren	5
prirodaw	5
tewte	5
iduk	5
awgič	5
kusim	5
kusinduk	5
dal'nij	5
turduk	5
tan'a	5
konc'ertew	5
ge	5
ečiwu	5
arin	5
inɨ	5
grigorij	5
nide	5
ortaki	5
turki	5
rukowodstwo	5
awajur	5
oju	5
mannuttu	5
etiker	5
kuŋaŋɨltɨn	5
upkuččottɨ	5
umɨnir	5
g'edmɨr	5
orat	5
orɨnda	5
čolutaw	5
tarɨl	5
rɨnokla	5
kanadala	5
bisɨp	5
d'apkɨn	5
ajawru	5
buin	5
mira	5
kamčatskij	5
kao	5
zaporockij	5
obš'in	5
eregɨr	5
biwetɨn	5
anŋɨnɨldula	5
nipkɨritɨn	5
emuritɨn	5
60	5
tonnaw	5
čelend'ed'i	5
utugar	5
inŋɨwɨr	5
bini	5
on'ača	5
koplečim	5
sc'enatki	5
ŋald'i	5
ewirin	5
gurgewčimŋɨl	5
200	5
kuŋalnun	5
d'umŋɨlnun	5
ɨčil	5
montelsɨ	5
ajd'itta	5
umɨnɨlki	5
n'eŋčirin	5
esirin	5
untetki	5
girkɨdmi	5
domna	5
klawd'ija	5
kniga	5
dabdukan	5
wasil'jewič	5
essodu	5
nurgɨmi	5
jaganow	5
d'eŋčirɨm	5
kojetli	5
gurgewčirɨm	5
nurgɨndewɨr	5
ajawrɨm	5
dolbɨda	5
d'urid'ur	5
dodukun	5
d'olu	5
istuk	5
klasstuk	5
mannurin	5
norgali	5
jamisi	5
aril	5
unte	5
jakawu	5
kamčatkali	5
mannuritɨn	5
erročin	5
titelnen	5
g'en	5
bolɨnidu	5
d'ebdei	5
teхele	5
ordulan	5
egd'emkɨr	5
agd'an	5
dagrit	5
anawgajskij	5
akɨŋa	5
aičmɨkan	5
koječidmi	5
d'ulan	5
konkursɨla	5
konc'ert	5
odd'in	5
ičukečidd'itɨn	5
ŋindad'aku	5
jetɨl'kut	5
25	5
nosegčen	5
l'ubow'	5
miška	5
nakɨt	5
orɨlbe	5
rajon	5
majja	5
ton'a	5
n'uči	5
owkanin	5
mudɨkrin	5
w'ertol'etu	5
emuwettɨ	5
d'uganidu	5
orbe	5
omen	5
bisem	5
pastuх	5
iniwɨt	5
b'eringija-2000	5
ururitɨn	5
asatkal	5
asukut	5
mened'eku	5
elɨkɨn	5
portland	5
sigaraw	5
torduk	5
ta	5
d'ikoj	5
prirodɨ	5
2002-03-04	5
ičeendu	5
tɨ	5
kak	5
arpo	4
projektɨ	4
ollɨwepkud'aku	4
čl'enɨl	4
guniten	4
b'er'ežkow	4
gurgewčimŋɨldu	4
mergettiwɨr	4
konfjer'encija	4
erekɨsi	4
konfjer'encijatki	4
fjewralla	4
noŋɨrten	4
tigil'skij	4
karaginskij	4
29	4
beilbe	4
85	4
ŋindari	4
gadɨn	4
karaga	4
gurgelettɨ	4
on'attɨ	4
t'ugasirɨl	4
jukagirɨlnun	4
dabdɨr	4
turɨŋur	4
nɨkrɨm	4
čakriwun	4
kuŋaŋɨlni	4
programma	4
merdečič	4
bimsɨ	4
sojuz	4
maločisl'ennɨх	4
gub'ernatora	4
d'eputatow	4
ečustɨ	4
oj	4
at'	4
anawgajdu	4
doldɨriwu	4
manul	4
ait'	4
ewid'ektɨki	4
g'ern'et	4
ollottiwun	4
s'ent'abr'lan	4
oхotskij	4
ewid'ekle	4
ollɨduk	4
udɨn	4
bidd'in	4
pu-12	4
mudɨkriten	4
22	4
kowranduk	4
jura	4
bun	4
gonu	4
biddetɨn	4
on'ad'ak	4
bisiw	4
mannuttan	4
oblastnojduk	4
a.n	4
amɨrdadun	4
bodmi	4
anŋɨnduk	4
dal'n'ego	4
wostoka	4
kul'turaw	4
oblast'duk	4
amurskaja	4
kor'akskij	4
itmi	4
ilkɨm	4
glawnɨj	4
ebd'endɨw	4
doldɨrid'ur	4
nɨgni	4
tugɨniw	4
abɨlčimi	4
d'awɨttawɨr	4
edei	4
d'uw	4
minew	4
atɨldawɨr	4
udlin	4
jurtadu	4
inɨm	4
esɨm	4
d'eputatɨl	4
orɨmnɨldu	4
jadu	4
nosegčerbɨ	4
orɨmnɨlnun	4
titelɨrɨptuk	4
odd'itɨn	4
gurgewčirilnun	4
s'el'skogo	4
gosudarstw'ennaja	4
čelɨj	4
projekta	4
proon/gef	4
kojetnečel	4
zasluž'ennɨj	4
rabotnik	4
mikrofonduli	4
odd'id'ur	4
noŋɨrnuntɨn	4
gund'ip	4
egd'eŋɨtɨn	4
d'ulɨpkida	4
bid'ip	4
on'ariwun	4
odai	4
ollottin	4
tored'illin	4
ačta	4
igle	4
gaz'etla	4
inɨŋten	4
butennɨ	4
jegorowa	4
bilekɨtɨn	4
bilekur	4
tureŋut	4
dwo	4
ran	4
biše	4
emnid'ur	4
inostrancel	4
orečil	4
unteč	4
manute	4
turkur	4
ws'emirnɨj	4
ukči	4
koord'inator	4
ajawwottɨm	4
kobɨlan	4
gowettu	4
goruda	4
bitken	4
niki	4
eke	4
kuŋadu	4
nibuke	4
n'omerin	4
marina	4
nuu	4
aŋaritɨn	4
ŋenniten	4
n'em'ecɨl	4
urge	4
noŋɨnɨsi	4
kat'erina	4
na	4
inen	4
tarakam	4
bei	4
doriwun	4
telɨn	4
kinow	4
sapogi	4
anŋɨm	4
dabdukandawɨr	4
ɨwid'eku	4
nimkaŋilkan	4
d'albi	4
aŋančawɨr	4
estɨnda	4
atikar	4
d'awɨttɨ	4
wal'erij	4
rajonnoj	4
knigala	4
ujgič	4
itunu	4
d'apkɨlin	4
okrugla	4
čakɨčiwmi	4
erročon	4
bardalin	4
nodla	4
ned'id'ur	4
al'askala	4
ajawɨllitɨn	4
informacionnɨj	4
očawɨr	4
tikte	4
manud'in	4
rossijaduk	4
miхajlowič	4
telɨŋnitɨn	4
s'eloli	4
omi	4
s'erg'eju	4
turistɨl	4
it'el'm'enow	4
palanatki	4
trad'icionnɨj	4
хoz'ajstwal	4
a.ja	4
emnɨ	4
kobalam	4
ineŋu	4
iten	4
nanda	4
esne	4
toleski	4
oddɨn	4
awanda	4
guldɨritɨn	4
r'adowaja	4
хoz'ajstw	4
n'ejkew	4
emur	4
rdk	4
biniw	4
wowa	4
iхle	4
kojemi	4
dabdukanitɨn	4
čurkina	4
tundrele	4
bumŋɨn	4
nurgeneku	4
sc'enala	4
m'etod'ist	4
mudna	4
ibd'irin	4
kojetčip	4
oddɨkɨtɨn	4
st	4
orɨltɨki	4
s'elotki	4
40	4
ɨntiltɨn	4
tɨs'ač	4
školadu	4
d'etskij	4
1991	4
ol'ga	4
učit'el'	4
baktawɨr	4
doldɨrin	4
oji	4
no	4
ŋulen'e	4
tikrin	4
tuurtɨki	4
edlewɨr	4
gɨrburitɨn	4
nimkalbɨ	4
olle	4
ajawɨlliten	4
irin	4
boris	4
innok'ent'jewič	4
ŋellɨ	4
noŋɨrduten	4
upkuttɨ	4
ewečil	4
gorodgič	4
iŋe	4
nurgɨwettɨn	4
unad'in	4
80	4
daniil	4
etem	4
jekat'erina	4
gasčiritɨn	4
it'el'm'enskij	4
am'erikala	4
arčimkɨritɨn	4
nurgɨndei	4
ira	4
ilken	4
amardadun	4
larin	4
хojaw	4
maksim	4
allad'in	4
uličan	4
p'elat	4
očidmi	4
kuŋalŋi	4
c'entrla	4
razɨč	4
umɨndula	4
iŋɨn'	4
gor	4
baldunni	4
d'awɨtmi	4
lid'ija	4
tuurɨŋnet	4
ibd'iriŋi	4
ulaptɨ	4
muz'eja	4
nulgɨrid'ur	4
bilekun	4
n'eče	4
d'elgɨnkɨw	4
erroččon	4
kimnid'ur	4
murɨlbun	4
iltenin	4
mikulej	4
ejumkun	4
bisu	4
n'ebati	4
mergettu	4
marin	4
d'ilgɨnkɨ	4
oddɨ	4
ajmɨkanɨč	4
kojetniker	4
tɨmina	4
markar	4
kl'ejm'enow	4
ekiče	4
munŋi	4
paklɨ	4
d'udu	4
tikrɨ	4
jamikkɨ	4
n'akta	4
arčimkɨd'ak	4
nikita	4
obš'jestw'ennɨj	4
iwiritɨn	4
wal'era	4
isnin	4
isni	4
kajurɨlbɨ	4
žurnalistɨl	4
telɨŋnɨn	4
kim	4
čajčiba	4
biseken	4
oon	4
s.w.komarowa	4
muzɨka	4
gurgewčiri	4
biwetten	4
ŋin	4
amaski	4
jasali	4
er	4
d'illon	4
awɨski	4
wɨstawkali	4
p'etrowna	4
il'inična	4
mergettɨm	4
n'ed'el'aw	4
knižka	4
n'ed'el'an	4
ečuste	4
inɨŋne	4
an'a	4
isčimečidd'iten	4
ičukeniwun	4
jurta	4
orɨndu	4
aritɨn	4
kuŋ'al	4
awatɨ	4
edut	4
s'em'enowič	4
goro	4
jelizowskij	4
wnow'	4
ičuketɨten	4
fol'klornɨj	4
d'albur	4
ŋindarildu	4
noŋɨrtɨnɨsi	4
municipal'nɨj	4
obrazowanijaduk	4
sportiwnɨj	4
kanadatki	4
iwid'aku	4
noŋɨrtɨkitɨn	4
žanna	4
nurgenektɨki	4
grantɨw	4
fondɨla	4
igor'	4
jegor	4
inɨŋɨl	4
s.n.хar'uči	4
zam'estit'el'	4
fjed'eral'nɨil	4
ičeendula	4
antakaja	4
ikaw	4
ob'ed	4
konc'ertɨlbɨ	4
d'imeхli	4
sigara	4
rossijaw	4
gad'id'i	4
urekčenduli	4
untɨki	4
on'adasɨn	4
epkud'ak	4
epkud'akpe	4
gurgeli	4
epkud'aktu	4
fjed'eracijala	4
baktatɨn	4
stawkal	4
goniken	4
tit	4
nonan	4
burini	4
panda	4
pandadu	4
butenɨllɨkɨn	4
d'ekabrla	3
čakɨbɨd'ak	3
kamčatkaŋi	3
čakɨbɨd'akla	3
associacijatki	3
ollɨwepkud'akli	3
toregredetɨn	3
toredewɨr	3
čiw'erɨmŋɨlduk	3
nacional'nɨil	3
pr'edprijatijaldu	3
b'eringija»-2005	3
bilekle	3
ossora	3
mudɨkritɨn	3
popow	3
turkiw	3
buran	3
bilekɨn	3
tawɨr	3
fjedor	3
karagaduk	3
nikiforow	3
obrazowanije	3
kuŋalduk	3
anŋɨnɨldu	3
omŋɨritɨn	3
xx	3
irɨkɨm	3
doliwur	3
tegeli	3
ŋennottɨ	3
tulliwun	3
c'entr	3
nurgɨnɨdd'ettɨ	3
1993	3
torewettu	3
čakritɨn	3
r'espublika	3
okt'abr'la	3
obš'ina	3
aman	3
ullɨwen	3
municipal'nogo	3
obrazowanija	3
jelizowskogo	3
zao	3
tugɨni	3
anŋɨnɨnu	3
wlasti	3
rajonla	3
bulanowa	3
nodɨl	3
abgɨrɨč	3
sponsor	3
katarina	3
ajnun	3
uniriwun	3
2003	3
w.w	3
a.n.adukanow	3
mergeč	3
urriwun	3
ansambl'nun	3
taman	3
kowrantɨki	3
14	3
mimsх	3
mudɨkrɨkɨn	3
noŋɨrgɨliten	3
timin	3
upkučimŋɨlnun	3
ičukečidd'iten	3
taŋniwun	3
urekčer	3
tanmari	3
biddewɨr	3
bidd'iwun	3
ewidd'iten	3
olnečel	3
upkučiddɨn	3
mil'kowskij	3
artistka	3
dolbɨnnon	3
m'eš'jer'akow	3
tɨlkanowa	3
čeladun	3
tačintɨda	3
filiala	3
zaw	3
kimɨd'aku	3
r'egional'nɨil	3
w.a	3
d'en'	3
kimɨd'ak	3
sjezdɨw	3
orgkomit'eta	3
organizacijalduk	3
pr'edstawit'elil	3
toredetɨn	3
bodetɨn	3
je.tɨn'et'egina	3
w.t'um'enc'ew	3
s.komarowa	3
tored'ir	3
pr'eds'edat'el'u	3
s'eloldula	3
1996	3
d'eti	3
tworčestwa	3
minist'erstwo	3
d'elam	3
janwar'a	3
kamčatkaw	3
ao	3
хabarowskij	3
dɨgɨlliwun	3
arčanin	3
institut	3
rukowod'it'elildu	3
mannuttitɨn	3
fjestiwal'tɨki	3
nurgɨdewɨr	3
belmetčottɨ	3
